290 5 29
3.12,3.09,1.11,2.88,2.44,n
3.09,3.11,1.33,2.22,2.77,n
3.01,2.33,0.33,2.44,0.33,o
3.02,2.33,0.88,2.77,0.22,o
3.06,2.34,0.77,2.11,0.44,o
3.01,2.28,0.77,2.11,0.33,o
2.98,2.24,0.99,2.33,0.55,o
3.05,2.27,0.88,2.66,0.22,o
3.03,2.26,0.99,2.66,0.55,o
3.01,2.28,0.77,2.77,0.22,o
2.97,2.26,0.88,2.77,0.55,o
3.04,2.29,0.99,2.88,0.22,o
3.32,3.35,2.22,2.33,1.44,p
3.33,3.33,2.55,2.11,1.22,p
3.33,3.38,2.66,2.11,1.44,p
3.33,3.38,2.88,2.77,1.22,p
3.33,3.36,2.44,2.44,1.66,p
3.33,3.33,2.66,2.22,1.44,p
3.32,3.35,2.88,2.77,1.33,p
3.33,3.38,3,2.99,1.55,p
3.35,3.37,2.77,2.77,1.33,p
3.31,3.32,2.88,2.77,1.33,p
3.2,2.02,1.44,1.99,0.22,q
3.2,2.05,1.55,1.77,0.22,q
3.19,2.04,1.77,1.66,0.33,q
3.19,1.97,1.66,1.99,0.33,q
3.17,1.94,1.44,1.66,0.22,q
3.17,1.95,1.55,1.55,0.22,q
3.17,1.93,1.55,1.55,0.22,q
3.18,2,1.44,1.55,0.44,q
3.15,1.98,1.66,1.99,0.33,q
3.13,1.93,1.77,1.55,0.22,q
3.46,1.17,2.66,2.88,0.33,r
3.37,1.01,2.77,2.66,0.77,r
3.37,1.02,2.77,2.88,0.44,r
3.39,1.14,2.55,2.88,0.88,r
3.43,1.06,2.66,2.88,0.77,r
3.43,1.07,2.88,2.77,0.44,r
3.44,1.09,2.44,2.66,0.44,r
3.42,1.11,2.66,2.66,0.44,r
3.41,1.06,2.55,2.55,0.66,r
3.4,1.06,2.77,2.77,0.77,r
1.88,2.11,3.99,0.99,2.66,s
2.33,2,3,1,2.44,s
2.77,2.55,2.88,1.44,2,s
2.88,1.99,3,1.44,2.77,s
2.88,2,3.11,1.44,2,s
2.99,2.11,3.22,1.44,2.88,s
2.99,2.11,3.77,1.55,2.11,s
2.99,2.11,3.66,1.44,2.44,s
2.88,2.22,3.66,1.44,2.33,s
2.88,2.22,3,1.44,2.33,s
0.88,3.77,1.11,1.77,3.11,t
0.88,3.88,1.99,1.99,3.22,t
0.88,3.77,1.99,1,3.44,t
0.22,3.88,1.55,2.55,3.33,t
0.55,3.88,2.33,1.66,3.33,t
0.77,3.77,2.88,1.77,3.55,t
0.77,3.66,2.44,1.44,3.99,t
0.77,3.66,2.88,1.77,3.99,t
0.66,3.66,2.88,1.66,3.99,t
0.77,3.77,2.88,1.99,3.77,t
1.77,2.88,0.55,2.33,3.33,u
1.66,2.77,0.44,2.11,3.66,u
1.66,2.77,0.77,2.66,3.99,u
1.66,2.77,0.77,2.33,3.44,u
1.66,2.77,0.11,2.77,3.55,u
1.77,2.77,0.22,2,3,u
1.66,2.66,0.44,2.33,3.44,u
1.77,2.77,0.88,2.44,3.88,u
1.66,2.66,0.44,2.66,3.44,u
1.77,2.55,0.66,2.11,3.77,u
3.11,3.22,1.88,4.33,4.55,v
3.11,3.11,1.77,3.11,4.11,v
3.11,3.22,2,4.22,4.77,v
3.11,3.22,2.22,3.55,4.22,v
3,3.11,1.66,3.99,4.33,v
2.99,3,1.77,3.99,4.11,v
2.99,3,1.11,3.66,4.77,v
3,3.22,1.11,3.99,4.44,v
3.11,3.22,1.99,3.66,4.99,v
3.11,3.22,2.77,3.44,4.99,v
2.77,1.99,2.88,3.88,2.88,w
2.88,1.99,2.66,3.77,2.55,w
2.77,1.88,2.99,3.44,2.66,w
2.55,1.88,2.77,2.22,2.77,w
2.66,1.99,2.55,2.99,2.99,w
2.77,1.99,2.22,3,2.55,w
2.77,1.88,2.99,3.55,2.88,w
2.77,1.88,2.88,2,2.55,w
2.66,1.88,2.22,3.88,2.11,w
2.77,1.88,2.99,3.22,2.22,w
2.77,3.11,1.33,3,2.66,x
2.77,3.11,1.77,3.88,2.44,x
2.99,3,1.55,3.99,2.66,x
2.99,3.11,1.22,3.33,2,x
2.99,3,1.22,3.33,2,x
2.99,3.11,1,3.33,2.99,x
2.99,3.11,1.55,3.33,2.11,x
2.99,3.11,2,3.44,2.55,x
2.88,3.22,2.11,3.66,2.77,x
2.88,3.22,2.55,3.77,3,x
1.33,2.11,0.66,1.33,2,y
1.55,2.33,0.88,1.33,2.11,y
1.44,2.33,0.33,1.66,2.66,y
1.33,2.33,0.44,1.77,2.44,y
1.22,1.44,0.77,1.99,2.11,y
1.22,2,0.66,1,2.33,y
1.33,2.22,0.66,1,2.11,y
1.33,2.33,0.88,1.22,2.11,y
1.44,2.33,0.88,1.11,2.11,y
0.99,2.22,0.99,1.22,2.44,y
2.11,4.11,4.11,4.99,4,z
1.88,3.88,3.55,4.22,3.77,z
2,3.66,3.55,4.11,3.99,z
2.11,3.66,3.22,4.66,3.99,z
2.22,3.55,3.11,4.11,3.66,z
2.66,3.44,3.99,4.33,3.44,z
2.66,3.55,3.44,4.55,3.77,z
2.77,3.44,3.88,4.99,3.44,z
2.77,3.44,3.44,4.11,3.66,z
2.44,3.44,2.99,4.55,3.88,z
1.66,2.77,0.22,2.55,2.44,A
1.88,3.55,0.44,2,2.33,A
1.88,2.99,0.33,2.22,2.22,A
1.11,2.33,0.44,2,2.22,A
1.11,2.55,0.22,2.66,2,A
1.11,2.99,0.33,2.66,2.55,A
1.11,2.99,0.22,3,1.99,A
1.22,3,0.44,3.33,2.44,A
1.22,3,0.33,2,2.66,A
1.22,2.99,0.22,3.33,2.88,A
4.99,1.33,0.22,3.11,1.55,B
4.55,1.55,0.22,3.66,1.55,B
4.99,1.66,0.44,3.22,1.11,B
4.99,1.99,0.33,3.88,1.55,B
4.88,1.88,0.66,3.66,1.55,B
4.88,1.99,0.33,3.22,1.11,B
4.88,1.33,0.33,3.55,1.33,B
4.88,1.77,0.44,3.77,1.44,B
4.88,1.77,0.55,3.77,1.44,B
4.77,1.55,0.33,3.22,1,B
2,0.99,2.11,1.66,1,C
2.55,1.11,2.11,1.66,1,C
2.77,0.88,2.33,1.77,1.99,C
2.33,0.88,2.66,1.55,1.44,C
2.33,0.88,2.77,1.44,1.99,C
2.33,0.88,2.88,1.22,1.66,C
2.55,0.77,2.11,1.88,1.88,C
2.11,0.77,2.66,1.99,1.33,C
2.77,0.66,2.66,1.44,1.77,C
2.88,0.77,2.88,1.77,1.33,C

